crid,incident_date,beat_2012_geocoded,complaintcategory,finalfinding,officer_id
1074403,01-Jun-2014  17:20,1134,03D-ILLEGAL ARREST,NAF,2129
1074403,01-Jun-2014  17:20,1134,03D-ILLEGAL ARREST,NAF,435
1074442,28-Mar-2015  20:00,0633,05A-ARRESTEE - DURING ARREST,NAF,3095
1074447,26-Mar-2015  20:27,1831,05A-ARRESTEE - DURING ARREST,EX,707
1074447,26-Mar-2015  20:27,1831,05A-ARRESTEE - DURING ARREST,EX,708
1074447,26-Mar-2015  20:27,1831,05A-ARRESTEE - DURING ARREST,EX,2555
1074447,26-Mar-2015  20:27,1831,05A-ARRESTEE - DURING ARREST,EX,3318
1074457,29-Mar-2015  20:00,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NA,2177
1074460,18-Mar-2015  16:00,,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,1835
1074460,18-Mar-2015  16:00,,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,3351
1074467,18-Dec-2014  22:23,0413,10T-REPORTS - FAILED TO SUBMIT/IMPROPER,NAF,1222
1074478,01-Apr-2015  8:34,,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,EX,1564
1074478,01-Apr-2015  8:34,,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,EX,3565
1074478,01-Apr-2015  8:34,,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,EX,3566
1074478,01-Apr-2015  8:34,,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,EX,1362
1074478,01-Apr-2015  8:34,,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,EX,3567
1074483,01-Apr-2015  14:30,0935,03B-SEARCH OF PERSON WITHOUT WARRANT,NAF,959
1074483,01-Apr-2015  14:30,0935,03B-SEARCH OF PERSON WITHOUT WARRANT,NAF,2020
1074483,01-Apr-2015  14:30,0935,03B-SEARCH OF PERSON WITHOUT WARRANT,NAF,682
1074492,02-Aug-2013  8:45,,03D-ILLEGAL ARREST,NAF,873
1074492,02-Aug-2013  8:45,,03D-ILLEGAL ARREST,NAF,550
1074492,02-Aug-2013  8:45,,03D-ILLEGAL ARREST,NAF,1699
1074492,02-Aug-2013  8:45,,03D-ILLEGAL ARREST,NAF,2818
1074492,02-Aug-2013  8:45,,03D-ILLEGAL ARREST,NAF,1700
1074494,02-Apr-2015  0:00,,05K-DOMESTIC ALTERCATION/INCIDENT - OFF DUTY,UN,1173
1074498,28-Mar-2015  2:30,1932,05A-ARRESTEE - DURING ARREST,UN,1170
1074498,28-Mar-2015  2:30,1932,05A-ARRESTEE - DURING ARREST,UN,3568
1074498,28-Mar-2015  2:30,1932,05A-ARRESTEE - DURING ARREST,UN,3569
1074498,28-Mar-2015  2:30,1932,05A-ARRESTEE - DURING ARREST,UN,837
1074518,02-Apr-2015  22:00,1115,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NAF,370
1074519,11-Feb-2015  0:00,0621,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,2147
1074519,11-Feb-2015  0:00,0621,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,3570
1074519,11-Feb-2015  0:00,0621,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,2827
1074521,03-Apr-2015  19:00,0933,03G-MISCELLANEOUS,NAF,213
1074521,03-Apr-2015  19:00,0933,03G-MISCELLANEOUS,NAF,620
1074526,03-Apr-2015  23:02,0613,"05B-ARRESTEE - AFTER ARREST, PRIOR TO LOCKUP",NAF,2426
1074527,04-Apr-2015  2:35,2433,NA,NA,3571
1074527,04-Apr-2015  2:35,2433,NA,NA,2004
1074529,04-Apr-2015  13:00,1122,03G-MISCELLANEOUS,NAF,280
1074529,04-Apr-2015  13:00,1122,03G-MISCELLANEOUS,NAF,19
1074541,02-Apr-2015  11:45,0713,04E-PRISONER'S PROPERTY - INVENTORY/RECEIPT,NAF,1516
1074541,02-Apr-2015  11:45,0713,04E-PRISONER'S PROPERTY - INVENTORY/RECEIPT,NAF,2380
1074574,06-Apr-2015  20:30,0611,03G-MISCELLANEOUS,NA,2426
1074574,06-Apr-2015  20:30,0611,03G-MISCELLANEOUS,NA,2751
1074576,06-Apr-2015  21:15,0624,03B-SEARCH OF PERSON WITHOUT WARRANT,NAF,191
1074576,06-Apr-2015  21:15,0624,03B-SEARCH OF PERSON WITHOUT WARRANT,NAF,453
1074578,05-Apr-2015  22:00,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NAF,9
1074578,05-Apr-2015  22:00,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NAF,1271
1074579,05-Apr-2015  17:20,0614,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,2691
1074579,05-Apr-2015  17:20,0614,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,214
1074589,06-Apr-2015  2:00,0611,04J-MISCELLANEOUS,NAF,3572
1074589,06-Apr-2015  2:00,0611,04J-MISCELLANEOUS,NAF,3573
1074589,06-Apr-2015  2:00,0611,04J-MISCELLANEOUS,NAF,1797
1074610,06-Apr-2015  2:15,0611,10Z-MISCELLANEOUS,NAF,2426
1074610,06-Apr-2015  2:15,0611,10Z-MISCELLANEOUS,NAF,2751
1074621,08-Apr-2015  13:00,0713,NA,NA,2810
1074632,10-Apr-2015  15:35,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NS,909
1074632,10-Apr-2015  15:35,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NS,3574
1074635,12-Apr-2015  12:00,0632,03B-SEARCH OF PERSON WITHOUT WARRANT,EX,3272
1074635,12-Apr-2015  12:00,0632,03B-SEARCH OF PERSON WITHOUT WARRANT,EX,2578
1074635,12-Apr-2015  12:00,0632,03B-SEARCH OF PERSON WITHOUT WARRANT,EX,667
1074650,09-Apr-2015  22:43,1222,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,3220
1074650,09-Apr-2015  22:43,1222,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,3575
1074669,15-Mar-2015  0:00,,05A-ARRESTEE - DURING ARREST,UN,2338
1074685,15-Apr-2015  8:20,0621,10M-INSUBORDINATION,NS,1122
1074705,16-Apr-2015  11:10,0921,10V-INVENTORY PROCEDURES,NS,505
1074705,16-Apr-2015  11:10,0921,10V-INVENTORY PROCEDURES,NS,1074
1074711,15-Apr-2015  21:20,0613,03D-ILLEGAL ARREST,NAF,1269
1074711,15-Apr-2015  21:20,0613,03D-ILLEGAL ARREST,NAF,1185
1074741,18-Apr-2015  12:30,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NAF,1726
1074752,19-Apr-2015  10:00,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NAF,2810
1074752,19-Apr-2015  10:00,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NAF,1200
1074758,19-Apr-2015  14:59,0712,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,385
1074758,19-Apr-2015  14:59,0712,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,3576
1074758,19-Apr-2015  14:59,0712,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,2983
1074765,18-Apr-2015  11:32,0723,NA,NA,1222
1074767,20-Apr-2015  2:00,,10Z-MISCELLANEOUS,NAF,1147
1074772,19-Apr-2015  21:30,0714,07E-FAIL TO ENFORCE TRAFFIC REGULATIONS,NAF,3577
1074772,19-Apr-2015  21:30,0714,07E-FAIL TO ENFORCE TRAFFIC REGULATIONS,NAF,3104
1074772,19-Apr-2015  21:30,0714,07E-FAIL TO ENFORCE TRAFFIC REGULATIONS,NAF,1416
1074818,21-Apr-2015  11:32,1121,03D-ILLEGAL ARREST,NAF,19
1074818,21-Apr-2015  11:32,1121,03D-ILLEGAL ARREST,NAF,378
1074822,22-Apr-2015  20:30,1135,05A-ARRESTEE - DURING ARREST,NS,127
1074822,22-Apr-2015  20:30,1135,05A-ARRESTEE - DURING ARREST,NS,129
1074876,26-Apr-2015  16:08,2532,03B-SEARCH OF PERSON WITHOUT WARRANT,NAF,316
1074876,26-Apr-2015  16:08,2532,03B-SEARCH OF PERSON WITHOUT WARRANT,NAF,3513
1074876,26-Apr-2015  16:08,2532,03B-SEARCH OF PERSON WITHOUT WARRANT,NAF,315
1074896,24-Apr-2015  5:00,0624,05A-ARRESTEE - DURING ARREST,NS,3578
1074896,24-Apr-2015  5:00,0624,05A-ARRESTEE - DURING ARREST,NS,1122
1074907,29-Apr-2015  6:00,1513,10J-NEGLECT OF DUTY/CONDUCT UNBECOMING - ON DUTY,SU,1163
1074914,27-Feb-2015  13:00,1131,04E-PRISONER'S PROPERTY - INVENTORY/RECEIPT,NAF,1244
1074915,13-Apr-2015  21:18,0331,03G-MISCELLANEOUS,NAF,213
1074915,13-Apr-2015  21:18,0331,03G-MISCELLANEOUS,NAF,620
1074921,24-Apr-2015  18:19,2524,07F-MISCELLANEOUS,NAF,739
1074926,30-Apr-2015  14:40,,01C-MISCELLANEOUS,UN,2337
1074947,01-May-2015  10:47,,08K-DAMAGE/TRESPASSING PROPERTY,NAF,789
1074964,02-May-2015  19:00,0725,07F-MISCELLANEOUS,NAF,397
1074964,02-May-2015  19:00,0725,07F-MISCELLANEOUS,NAF,3034
1074964,02-May-2015  19:00,0725,07F-MISCELLANEOUS,NAF,1786
1074973,02-May-2015  22:30,0622,03G-MISCELLANEOUS,NAF,2370
1074974,03-May-2015  18:30,1024,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NS,3579
1074974,03-May-2015  18:30,1024,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NS,3038
1074976,03-May-2015  19:15,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NAF,506
1074981,02-May-2015  22:30,0613,05A-ARRESTEE - DURING ARREST,UN,51
1074981,02-May-2015  22:30,0613,05A-ARRESTEE - DURING ARREST,UN,52
1074981,02-May-2015  22:30,0613,05A-ARRESTEE - DURING ARREST,UN,2135
1074981,02-May-2015  22:30,0613,05A-ARRESTEE - DURING ARREST,UN,3301
1074982,27-Apr-2015  20:35,0614,03B-SEARCH OF PERSON WITHOUT WARRANT,NAF,1269
1074982,27-Apr-2015  20:35,0614,03B-SEARCH OF PERSON WITHOUT WARRANT,NAF,2426
1074982,27-Apr-2015  20:35,0614,03B-SEARCH OF PERSON WITHOUT WARRANT,NAF,3050
1074982,27-Apr-2015  20:35,0614,03B-SEARCH OF PERSON WITHOUT WARRANT,NAF,2751
1074982,27-Apr-2015  20:35,0614,03B-SEARCH OF PERSON WITHOUT WARRANT,NAF,3411
1075016,11-Apr-2013  21:50,0532,03D-ILLEGAL ARREST,NS,1835
1075016,11-Apr-2013  21:50,0532,03D-ILLEGAL ARREST,NS,1779
1075017,04-May-2015  13:55,2211,09C-ALTERCATION/DISTURBANCE - TRAFFIC,NS,1867
1075023,29-Nov-2010  15:57,,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,1504
1075023,29-Nov-2010  15:57,,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,3580
1075032,05-May-2015  19:30,2512,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,979
1075032,05-May-2015  19:30,2512,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,3164
1075047,07-May-2015  5:37,2212,04J-MISCELLANEOUS,SU,1657
1075047,07-May-2015  5:37,2212,04J-MISCELLANEOUS,SU,1658
1075053,07-May-2015  15:30,1832,NA,NA,1649
1075063,07-May-2015  18:30,0935,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,2695
1075074,09-Jan-2015  0:00,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NAF,923
1075074,09-Jan-2015  0:00,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NAF,44
1075078,07-May-2015  20:30,0513,NA,NA,3581
1075078,07-May-2015  20:30,0513,NA,NA,3582
1075078,07-May-2015  20:30,0513,NA,NA,718
1075104,09-May-2015  14:00,2515,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,EX,1484
1075106,10-May-2015  18:15,1134,04A-BONDING/BOOKING/PROCESSING,SU,3583
1075106,10-May-2015  18:15,1134,04A-BONDING/BOOKING/PROCESSING,SU,1674
1075110,11-May-2015  8:15,0531,"04D-SEARCH, PERSON/PROPERTY",SU,1009
1075110,11-May-2015  8:15,0531,"04D-SEARCH, PERSON/PROPERTY",UN,3584
1075110,11-May-2015  8:15,0531,"04D-SEARCH, PERSON/PROPERTY",UN,3208
1075110,11-May-2015  8:15,0531,"04D-SEARCH, PERSON/PROPERTY",UN,3585
1075110,11-May-2015  8:15,0531,"04D-SEARCH, PERSON/PROPERTY",SU,3586
1075110,11-May-2015  8:15,0531,"04D-SEARCH, PERSON/PROPERTY",UN,3587
1075110,11-May-2015  8:15,0531,"04D-SEARCH, PERSON/PROPERTY",SU,2975
1075127,11-May-2015  20:16,0312,03B-SEARCH OF PERSON WITHOUT WARRANT,NAF,2116
1075127,11-May-2015  20:16,0312,03B-SEARCH OF PERSON WITHOUT WARRANT,NAF,338
1075127,11-May-2015  20:16,0312,03B-SEARCH OF PERSON WITHOUT WARRANT,NAF,114
1075143,13-May-2015  8:00,,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,2725
1075143,13-May-2015  8:00,,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,2726
1075143,13-May-2015  8:00,,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,3588
1075143,13-May-2015  8:00,,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,3589
1075150,13-May-2015  15:30,0925,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,35
1075150,13-May-2015  15:30,0925,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,1063
1075150,13-May-2015  15:30,0925,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,2695
1075161,14-May-2015  0:35,0713,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NA,3286
1075161,14-May-2015  0:35,0713,"01B-RACIAL/ETHNIC, ETC.",NA,1278
1075163,12-May-2015  21:45,0631,03D-ILLEGAL ARREST,NS,3393
1075163,12-May-2015  21:45,0631,03D-ILLEGAL ARREST,NS,3534
1075165,21-Feb-2015  0:00,0531,04E-PRISONER'S PROPERTY - INVENTORY/RECEIPT,NS,133
1075179,14-May-2015  22:45,0725,NA,NA,3590
1075179,14-May-2015  22:45,0725,NA,NA,3049
1075184,15-May-2015  7:55,1033,"04D-SEARCH, PERSON/PROPERTY",NA,826
1075184,15-May-2015  7:55,1033,"04D-SEARCH, PERSON/PROPERTY",NA,3553
1075184,15-May-2015  7:55,1033,"04D-SEARCH, PERSON/PROPERTY",NA,3591
1075184,15-May-2015  7:55,1033,"04D-SEARCH, PERSON/PROPERTY",NA,39
1075184,15-May-2015  7:55,1033,"04D-SEARCH, PERSON/PROPERTY",NA,3104
1075184,15-May-2015  7:55,1033,"04D-SEARCH, PERSON/PROPERTY",NA,744
1075184,15-May-2015  7:55,1033,"04D-SEARCH, PERSON/PROPERTY",NA,73
1075184,15-May-2015  7:55,1033,"04D-SEARCH, PERSON/PROPERTY",NA,181
1075184,15-May-2015  7:55,1033,"04D-SEARCH, PERSON/PROPERTY",NA,3554
1075184,15-May-2015  7:55,1033,"04D-SEARCH, PERSON/PROPERTY",NA,41
1075184,15-May-2015  7:55,1033,"04D-SEARCH, PERSON/PROPERTY",NA,3586
1075184,15-May-2015  7:55,1033,"04D-SEARCH, PERSON/PROPERTY",NA,2346
1075184,15-May-2015  7:55,1033,"04D-SEARCH, PERSON/PROPERTY",NA,446
1075184,15-May-2015  7:55,1033,"04D-SEARCH, PERSON/PROPERTY",NA,3025
1075184,15-May-2015  7:55,1033,"04D-SEARCH, PERSON/PROPERTY",NA,2817
1075184,15-May-2015  7:55,1033,"04D-SEARCH, PERSON/PROPERTY",NA,3592
1075184,15-May-2015  7:55,1033,"04D-SEARCH, PERSON/PROPERTY",NA,1821
1075196,13-May-2015  18:30,,03G-MISCELLANEOUS,NAF,1656
1075196,13-May-2015  18:30,,03G-MISCELLANEOUS,NAF,739
1075206,16-May-2015  11:00,0523,03G-MISCELLANEOUS,NAF,2281
1075206,16-May-2015  11:00,0523,03G-MISCELLANEOUS,NAF,1878
1075211,16-May-2015  19:28,0523,"05B-ARRESTEE - AFTER ARREST, PRIOR TO LOCKUP",UN,3098
1075219,17-May-2015  19:20,0523,03B-SEARCH OF PERSON WITHOUT WARRANT,NAF,3360
1075219,17-May-2015  19:20,0523,03B-SEARCH OF PERSON WITHOUT WARRANT,NAF,3195
1075226,17-May-2015  19:15,0512,03D-ILLEGAL ARREST,NS,3593
1075226,17-May-2015  19:15,0512,03D-ILLEGAL ARREST,NS,3582
1075226,17-May-2015  19:15,0512,03D-ILLEGAL ARREST,NS,718
1075239,19-May-2015  9:05,1134,03G-MISCELLANEOUS,NS,819
1075239,19-May-2015  9:05,1134,03G-MISCELLANEOUS,NS,1060
1075244,19-May-2015  18:45,1121,10Z-MISCELLANEOUS,NAF,3594
1075244,19-May-2015  18:45,1121,10Z-MISCELLANEOUS,NAF,1674
1075252,20-May-2015  7:00,,03G-MISCELLANEOUS,UN,731
1075252,20-May-2015  7:00,,03G-MISCELLANEOUS,UN,3595
1075252,20-May-2015  7:00,,03G-MISCELLANEOUS,NS,361
1075255,31-Mar-2014  0:00,1112,05Q-CIVIL SUIT - THIRD PARTY,NAF,3596
1075255,31-Mar-2014  0:00,1112,05Q-CIVIL SUIT - THIRD PARTY,NAF,354
1075255,31-Mar-2014  0:00,1112,05Q-CIVIL SUIT - THIRD PARTY,NAF,3597
1075255,31-Mar-2014  0:00,1112,05Q-CIVIL SUIT - THIRD PARTY,NAF,3598
1075255,31-Mar-2014  0:00,1112,05Q-CIVIL SUIT - THIRD PARTY,NAF,3599
1075256,19-May-2015  2:42,2423,03D-ILLEGAL ARREST,NAF,3600
1075256,19-May-2015  2:42,2423,03D-ILLEGAL ARREST,NAF,2814
1075256,19-May-2015  2:42,2423,03D-ILLEGAL ARREST,NAF,3601
1075256,19-May-2015  2:42,2423,03D-ILLEGAL ARREST,NAF,263
1075263,15-Jun-2014  22:55,0323,03D-ILLEGAL ARREST,NAF,47
1075263,15-Jun-2014  22:55,0323,03D-ILLEGAL ARREST,NAF,3602
1075263,15-Jun-2014  22:55,0323,03D-ILLEGAL ARREST,NAF,3603
1075263,15-Jun-2014  22:55,0323,03D-ILLEGAL ARREST,NAF,2797
1075263,15-Jun-2014  22:55,0323,03D-ILLEGAL ARREST,NAF,3316
1075263,15-Jun-2014  22:55,0323,03D-ILLEGAL ARREST,NAF,3604
1075263,15-Jun-2014  22:55,0323,03D-ILLEGAL ARREST,NAF,156
1075263,15-Jun-2014  22:55,0323,03D-ILLEGAL ARREST,NAF,3605
1075263,15-Jun-2014  22:55,0323,03D-ILLEGAL ARREST,NAF,914
1075274,20-May-2015  18:00,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NAF,81
1075274,20-May-2015  18:00,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NAF,3606
1075274,20-May-2015  18:00,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NAF,506
1075274,20-May-2015  18:00,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NAF,2106
1075274,20-May-2015  18:00,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NAF,3607
1075287,21-May-2015  5:00,0531,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NS,2050
1075298,21-May-2015  19:20,0915,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,35
1075298,21-May-2015  19:20,0915,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,3276
1075298,21-May-2015  19:20,0915,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,3608
1075300,10-May-2015  19:26,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NAF,1197
1075306,22-May-2015  0:00,0132,09J-MISCELLANEOUS,NS,296
1075311,21-May-2015  22:45,1114,03G-MISCELLANEOUS,NAF,3609
1075311,21-May-2015  22:45,1114,03G-MISCELLANEOUS,NAF,380
1075324,21-May-2015  13:30,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,UN,623
1075324,21-May-2015  13:30,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,UN,821
1075324,21-May-2015  13:30,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,UN,296
1075324,21-May-2015  13:30,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,UN,1282
1075324,21-May-2015  13:30,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,UN,1265
1075324,21-May-2015  13:30,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,UN,84
1075324,21-May-2015  13:30,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,UN,118
1075324,21-May-2015  13:30,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,UN,1576
1075324,21-May-2015  13:30,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,UN,913
1075341,25-May-2015  15:10,1121,03G-MISCELLANEOUS,NA,2621
1075341,25-May-2015  15:10,1121,03G-MISCELLANEOUS,NA,670
1075348,23-May-2014  21:45,1122,04C-EXCESSIVE DETENTION,NAF,354
1075360,25-May-2015  13:30,1414,10Q-MISUSE DEPARTMENT RECORDS,NA,1028
1075360,25-May-2015  13:30,1414,10Q-MISUSE DEPARTMENT RECORDS,NA,3610
1075363,26-May-2015  18:20,0411,03B-SEARCH OF PERSON WITHOUT WARRANT,NAF,2324
1075363,26-May-2015  18:20,0411,03B-SEARCH OF PERSON WITHOUT WARRANT,NAF,3611
1075371,27-May-2015  8:00,2234,10Z-MISCELLANEOUS,NS,1731
1075371,27-May-2015  8:00,2234,10Z-MISCELLANEOUS,NS,347
1075395,01-Aug-2012  0:00,1023,10E-SECONDARY/SPECIAL EMPLOYMENT,UN,1844
1075395,01-Aug-2012  0:00,1023,10E-SECONDARY/SPECIAL EMPLOYMENT,UN,3612
1075395,01-Aug-2012  0:00,1023,10E-SECONDARY/SPECIAL EMPLOYMENT,UN,1701
1075395,01-Aug-2012  0:00,1023,10E-SECONDARY/SPECIAL EMPLOYMENT,NS,3613
1075395,01-Aug-2012  0:00,1023,10E-SECONDARY/SPECIAL EMPLOYMENT,NS,3614
1075395,01-Aug-2012  0:00,1023,10E-SECONDARY/SPECIAL EMPLOYMENT,UN,3615
1075395,01-Aug-2012  0:00,1023,10E-SECONDARY/SPECIAL EMPLOYMENT,UN,3616
1075395,01-Aug-2012  0:00,1023,10E-SECONDARY/SPECIAL EMPLOYMENT,UN,3617
1075395,01-Aug-2012  0:00,1023,10E-SECONDARY/SPECIAL EMPLOYMENT,UN,3618
1075395,01-Aug-2012  0:00,1023,10E-SECONDARY/SPECIAL EMPLOYMENT,NS,435
1075396,27-May-2015  22:00,1121,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NAF,3596
1075396,27-May-2015  22:00,1121,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NAF,2419
1075416,25-Apr-2015  11:00,,09J-MISCELLANEOUS,NAF,515
1075417,29-May-2015  3:30,1623,05A-ARRESTEE - DURING ARREST,UN,1428
1075428,27-May-2015  16:39,0925,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,3619
1075428,27-May-2015  16:39,0925,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,2104
1075445,24-May-2015  23:30,2531,10J-NEGLECT OF DUTY/CONDUCT UNBECOMING - ON DUTY,NS,2493
1075445,24-May-2015  23:30,2531,10J-NEGLECT OF DUTY/CONDUCT UNBECOMING - ON DUTY,NS,1156
1075445,24-May-2015  23:30,2531,10J-NEGLECT OF DUTY/CONDUCT UNBECOMING - ON DUTY,NS,1076
1075458,02-Jun-2015  17:15,0512,03G-MISCELLANEOUS,NAF,1922
1075458,02-Jun-2015  17:15,0512,03G-MISCELLANEOUS,NAF,3620
1075462,13-Apr-2015  22:30,1122,04E-PRISONER'S PROPERTY - INVENTORY/RECEIPT,NAF,3220
1075462,13-Apr-2015  22:30,1122,04E-PRISONER'S PROPERTY - INVENTORY/RECEIPT,NAF,1147
1075468,02-Jun-2015  20:41,0621,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,1830
1075479,04-Jun-2015  7:00,1134,10V-INVENTORY PROCEDURES,SU,1286
1075479,04-Jun-2015  7:00,1134,10V-INVENTORY PROCEDURES,NA,180
1075479,04-Jun-2015  7:00,1134,10V-INVENTORY PROCEDURES,NA,190
1075485,22-May-2015  18:30,0613,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,3621
1075485,22-May-2015  18:30,0613,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,2827
1075485,22-May-2015  18:30,0613,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,3622
1075499,03-Jun-2015  11:30,0624,04E-PRISONER'S PROPERTY - INVENTORY/RECEIPT,NAF,3623
1075499,03-Jun-2015  11:30,0624,04E-PRISONER'S PROPERTY - INVENTORY/RECEIPT,NAF,537
1075502,21-Apr-2013  23:00,0213,03D-ILLEGAL ARREST,NAF,352
1075502,21-Apr-2013  23:00,0213,03D-ILLEGAL ARREST,NAF,1248
1075502,21-Apr-2013  23:00,0213,03D-ILLEGAL ARREST,NAF,1105
1075502,21-Apr-2013  23:00,0213,03D-ILLEGAL ARREST,NAF,816
1075502,21-Apr-2013  23:00,0213,03D-ILLEGAL ARREST,NAF,3624
1075502,21-Apr-2013  23:00,0213,03D-ILLEGAL ARREST,NAF,2792
1075502,21-Apr-2013  23:00,0213,03D-ILLEGAL ARREST,NAF,1802
1075511,06-Jun-2015  9:45,0131,09K-INDEBTEDNESS TO CITY,SU,3586
1075520,06-Jun-2015  18:30,0434,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,3625
1075520,06-Jun-2015  18:30,0434,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,3065
1075520,06-Jun-2015  18:30,0434,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,467
1075547,06-Jun-2015  0:00,1014,03D-ILLEGAL ARREST,NS,2575
1075547,06-Jun-2015  0:00,1014,03D-ILLEGAL ARREST,NS,2586
1075563,06-Jul-2011  0:00,0925,NA,NA,3626
1075563,06-Jul-2011  0:00,0925,NA,NA,3318
1075589,09-Jun-2015  22:00,0423,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NS,3627
1075589,09-Jun-2015  22:00,0423,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NS,3384
1075593,09-Jun-2015  19:00,0725,03B-SEARCH OF PERSON WITHOUT WARRANT,NAF,3628
1075593,09-Jun-2015  19:00,0725,03B-SEARCH OF PERSON WITHOUT WARRANT,NAF,517
1075594,30-Mar-2015  18:00,0523,NA,NA,3360
1075596,11-Dec-2014  0:02,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NAF,171
1075596,11-Dec-2014  0:02,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NAF,1952
1075602,09-Jun-2015  22:30,,03D-ILLEGAL ARREST,NAF,3391
1075602,09-Jun-2015  22:30,,03D-ILLEGAL ARREST,NAF,1455
